customer_id,age,tenure_years,product_count,avg_balance,has_mortgage,salary_deposit_flag,digital_engagement,branch_visits_last_q,complaints_12m,nps_bucket,promo_exposure,fee_events_12m,rate_sensitivity,card_spend_monthly,quarter,state,wallet_share,next_state,wallet_share_next,age_group,tenure_group
23,30,6.12,5,20183.253946167984,0,0,0.9535941986048158,0,0,1,1,4,0.1839382263087789,1567.8643615450117,t0,STAY,0.8245,STAY,1.0,18-30,5-10 yrs
24,80,8.46,2,22569.509539594193,1,0,0.4518877498498779,0,0,-1,0,2,0.2846268797022737,4841.806429796255,t0,SPLIT,0.6482,SPLIT,0.3705,60+,5-10 yrs
25,70,8.25,6,21055.37432814661,1,1,0.774107746,3,1,1,0,2,0.4389597104097827,1103.3599952256493,t0,LEAVE,0.0489,STAY,0.9109,60+,5-10 yrs
26,61,9.75,3,14085.859148107214,1,1,0.5124197199695236,1,1,1,0,1,0.065755949,2644.1112249037506,t0,STAY,0.9065,STAY,0.7905,60+,5-10 yrs
27,44,4.94,2,40616.12541,1,0,0.8796818903202086,2,0,1,0,7,0.6126109435476603,733.9829390292364,t0,STAY,0.8744,STAY,0.9987,41-50,2-5 yrs
28,73,3.74,1,42721.63707904506,0,0,0.367736287,2,0,-1,1,1,0.5833050792691183,4805.728978551463,t0,SPLIT,0.1277,SPLIT,0.431,60+,2-5 yrs
29,54,7.35,5,91774.10629532328,1,0,0.8372317882363359,2,1,0,1,2,0.606514753,3998.812261814583,t0,STAY,0.9172,STAY,0.7831,51-60,5-10 yrs
30,47,9.35,1,13590.091384074272,1,0,0.851885891,3,0,-1,0,4,0.6825112414804191,2977.180743116978,t0,SPLIT,0.4319,STAY,0.7987,41-50,5-10 yrs
31,48,10.38,6,37539.57467350314,1,0,0.3982000491936786,3,0,-1,1,2,0.1391561527261415,3827.0789055537944,t0,STAY,0.901,STAY,1.0,41-50,10+ yrs
32,33,12.01,7,4782.363440815987,0,1,0.3778190567624042,0,1,0,1,4,0.3414709251975054,2280.4757950214894,t0,STAY,0.8755,SPLIT,0.3012,31-40,10+ yrs
33,24,8.87,1,42754.701803190736,1,0,0.7862217184743436,4,0,-1,0,3,0.2682421195875838,2003.166820042754,t0,LEAVE,0.0262,STAY,1.0,18-30,5-10 yrs
34,55,3.6,1,6868.728637137657,0,0,0.993937810022388,4,0,1,1,2,0.3856431212256655,642.8376248402594,t0,STAY,0.8773,SPLIT,0.5197,51-60,2-5 yrs
35,77,6.07,7,10021.97155382109,1,1,0.4590444932271457,1,0,1,1,4,0.3581315940881582,987.5507227545762,t0,STAY,0.9731,STAY,0.8577,60+,5-10 yrs
36,22,5.75,1,28732.38788513432,1,1,0.8492825302433987,5,0,1,1,2,0.066897229,3861.965462377853,t0,STAY,0.8861,STAY,0.9499,18-30,5-10 yrs
37,75,5.37,3,13397.196821932832,1,0,0.6811499456843341,2,1,1,1,4,0.638153042,3732.889930607064,t0,STAY,0.877,STAY,0.7976,60+,5-10 yrs
38,73,7.36,7,12007.86573551258,1,1,0.3959913741500354,0,0,0,1,4,0.7689971528780151,4020.66100037118,t0,LEAVE,0.0853,LEAVE,0.0313,60+,5-10 yrs
39,36,4.66,1,14945.225780054145,1,1,1.0,3,1,1,0,1,0.3528815552673884,1227.333731990563,t0,STAY,0.8457,STAY,1.0,31-40,2-5 yrs
40,60,4.67,5,39485.97377540733,0,1,0.6068383575775159,1,0,0,1,3,0.3734811947412854,8182.155853,t0,LEAVE,0.0611,STAY,0.9097,51-60,2-5 yrs
41,29,14.21,3,10443.005288193024,0,0,1.0,3,0,-1,0,1,0.6682440141102057,1549.3493674368356,t0,LEAVE,0.041,STAY,0.9786,18-30,10+ yrs
42,68,5.11,4,21092.569659829867,1,1,1.0,2,0,1,0,5,0.4850387050260689,2732.6439905005773,t0,STAY,0.8834,STAY,0.8803,60+,5-10 yrs
43,64,9.71,7,16269.947483053897,1,1,0.9455307796371976,1,0,0,1,3,0.6118446025614446,22017.17390376126,t0,STAY,0.9368,STAY,0.8806,60+,5-10 yrs
44,41,10.03,5,42442.80216529434,1,1,0.9373137773072702,2,0,1,0,1,0.2969633869910552,1138.658581257792,t0,STAY,0.9654,STAY,0.844,41-50,10+ yrs
45,22,6.17,3,43405.32477653916,1,1,0.1829016502303178,3,1,0,1,1,0.6218387404522672,3452.0980041546477,t0,STAY,0.8575,STAY,0.8449,18-30,5-10 yrs
46,83,4.78,7,5073.440987075473,1,1,0.4185155178624199,1,0,0,0,2,0.5787509580511713,463.63003600057925,t0,STAY,0.8883,STAY,0.9824,60+,2-5 yrs
47,47,2.97,5,50822.14862,0,1,0.1808148297179198,3,0,-1,0,1,0.4096751559250586,1295.0908142240874,t0,LEAVE,0.0286,STAY,0.9516,41-50,2-5 yrs
48,77,1.6,1,13512.83528827487,1,1,0.5210854153841932,3,1,1,0,2,0.4904883831686445,3089.1801614567144,t0,STAY,0.9477,STAY,0.8486,60+,0-2 yrs
49,63,7.67,3,26609.77101942335,0,0,0.5490346416745401,1,0,1,1,4,0.074648727,1036.2796179569011,t0,LEAVE,0.0352,STAY,0.9579,60+,5-10 yrs
50,70,6.78,2,10392.84645604287,0,1,0.940955825,7,0,1,0,2,0.4445297575984015,1871.5845223145177,t0,STAY,0.8824,STAY,0.9022,60+,5-10 yrs
51,68,8.34,5,29640.81815703295,0,1,0.7786565225658989,2,0,0,0,4,0.5056951049111946,2216.3037731173135,t0,STAY,0.8811,STAY,0.8922,60+,5-10 yrs
52,31,3.9,7,169579.84602802448,0,1,0.995287397,1,0,1,0,1,0.4162764964311097,2089.0799968060246,t0,LEAVE,0.0571,LEAVE,0.0726,31-40,2-5 yrs
53,42,15.03,1,24385.21899983664,0,1,0.4069224942850192,1,1,-1,1,3,0.3290942790771896,248.4364306087513,t0,STAY,0.9119,STAY,0.8359,41-50,10+ yrs
54,49,7.14,6,15246.752764443849,1,0,0.525113661,1,0,0,1,2,0.776218515,13605.599391379415,t0,LEAVE,0.0688,STAY,1.0,41-50,5-10 yrs
55,51,4.99,7,18292.949882156103,1,1,0.2796215922213644,2,0,1,1,0,0.7484194138029809,666.4938758834145,t0,STAY,0.9139,STAY,0.8457,51-60,2-5 yrs
56,20,1.01,7,6800.667405458694,0,0,0.2596397542452112,1,0,1,1,2,0.5081979054787095,876.2160473192306,t0,LEAVE,0.0066,LEAVE,0.0673,18-30,0-2 yrs
57,54,4.19,5,70204.70628977049,0,0,0.6353034431968109,1,1,1,0,1,0.572426293,419.4829450392005,t0,SPLIT,0.5738,STAY,0.8008,51-60,2-5 yrs
58,28,8.57,3,28291.21145414174,0,0,0.8894456139122573,2,0,1,0,2,0.1370469039938836,716.0792493731218,t0,STAY,0.932,STAY,0.928,18-30,5-10 yrs
59,67,11.83,2,9517.444672126318,1,1,0.6690057372319405,4,0,0,0,0,0.2754911946547258,1696.0633456258877,t0,SPLIT,0.4762,STAY,0.9835,60+,10+ yrs
60,63,5.49,7,9768.765373,0,0,0.4860232567039195,0,0,1,0,1,0.406969992,4383.486311200574,t0,SPLIT,0.5724,STAY,0.9532,60+,5-10 yrs
61,79,12.93,3,22297.412143088623,0,1,0.6196440254618939,2,0,0,1,1,0.2880159898626355,1012.5548207334108,t0,STAY,0.8722,STAY,0.9068,60+,10+ yrs
62,67,2.81,3,46425.135953484896,0,0,0.654099551,0,0,1,1,2,0.7010266503335427,1978.838369383457,t0,STAY,0.9087,SPLIT,0.4178,60+,2-5 yrs
63,42,6.9,6,8771.017270633864,1,0,0.4459333428057995,5,0,0,0,4,0.3752252712229676,2335.5867980329076,t0,STAY,0.9311,STAY,0.7826,41-50,5-10 yrs
64,82,7.02,6,53676.33388040597,0,0,0.3429341799928183,2,0,0,1,1,0.2583885285384599,633.3649799395221,t0,STAY,0.939,STAY,0.8007,60+,5-10 yrs
65,45,7.71,6,20469.53901626977,1,1,0.094222193,1,1,1,0,3,0.9003360790890451,327.23644122785606,t0,STAY,0.8568,SPLIT,0.4404,41-50,5-10 yrs
66,39,5.95,7,10465.14292267629,0,0,0.3270850747644052,1,0,1,0,4,0.8688549132346881,731.1794538459827,t0,LEAVE,0.0284,SPLIT,0.4194,31-40,5-10 yrs
67,78,6.68,7,15151.391558136958,1,1,0.898204935,3,0,1,0,3,0.6467286543022026,5754.398579752414,t0,STAY,0.9786,SPLIT,0.6732,60+,5-10 yrs
68,42,2.76,2,89218.44696289623,1,1,0.3429637378841993,4,0,0,0,1,0.1115744611733067,838.2434900116491,t0,STAY,0.9619,STAY,1.0,41-50,2-5 yrs
69,23,11.19,2,7254.877866334722,0,0,0.5472817991413933,2,0,-1,1,2,0.7952116533668181,886.9495042678266,t0,STAY,0.8777,STAY,0.7652,18-30,10+ yrs
70,49,9.16,2,12264.76302471115,0,1,0.3162163517753155,1,0,0,0,2,0.7879490153715385,2326.7373458996726,t0,STAY,0.9382,STAY,0.9769,41-50,5-10 yrs
71,71,6.52,5,47196.11541739876,1,1,0.3414629316296035,3,0,-1,1,0,0.1537806048395831,3021.071188168444,t0,STAY,0.9141,STAY,0.9126,60+,5-10 yrs
72,30,9.28,5,26190.85635526969,1,0,0.7621236785106968,1,0,1,1,3,0.046944511,606.7839088989606,t0,STAY,0.891,STAY,0.8443,18-30,5-10 yrs
73,49,11.39,7,11696.06039132908,1,0,0.229640230719258,1,1,1,1,3,0.3893391341544703,3292.726704528729,t0,STAY,0.99,STAY,0.9428,41-50,10+ yrs
74,26,7.64,6,47659.37272413667,0,1,0.43936188604878,1,1,-1,0,0,0.5725239088274422,2633.4715539242957,t0,STAY,0.8674,LEAVE,0.1164,18-30,5-10 yrs
75,63,15.95,6,49505.37787205419,1,0,0.2680278846604281,2,0,0,0,1,0.7853948021690065,1003.8976067697812,t0,STAY,0.8298,STAY,0.8626,60+,10+ yrs
76,49,8.02,1,28713.208857698846,0,1,0.6105535355328837,3,0,1,1,0,0.1232607772746315,312.8067044649524,t0,STAY,0.9074,STAY,0.9983,41-50,5-10 yrs
77,40,3.07,5,13495.110719926415,1,1,0.5309308308637387,1,0,-1,0,2,0.8624527538247937,3447.3880421383565,t0,LEAVE,0.0455,LEAVE,0.1023,31-40,2-5 yrs
78,33,6.33,6,15265.586171432487,1,1,0.7946327255567951,3,1,0,1,2,0.165188808118351,2308.0671951762297,t0,LEAVE,0.0,STAY,0.9941,31-40,5-10 yrs
79,55,9.49,7,27659.951512614873,1,0,0.8210562236747634,3,0,-1,1,4,0.6734045113012408,1980.6458923004377,t0,STAY,0.8853,STAY,0.9868,51-60,5-10 yrs
80,62,11.4,3,7711.413252788203,0,0,1.0,4,0,0,1,2,0.4940873161454147,481.95631697505786,t0,STAY,0.8647,STAY,0.9663,60+,10+ yrs
81,81,6.03,6,63718.3522783376,0,1,0.4637112661903836,3,0,0,1,1,0.751107075,12946.315388345642,t0,STAY,0.8891,STAY,0.8154,60+,5-10 yrs
82,47,2.91,3,85833.72477910416,0,0,0.7169554961609198,2,0,0,1,3,0.5751447060263897,672.8782343998602,t0,STAY,0.8237,STAY,0.9485,41-50,2-5 yrs
83,28,4.72,2,18237.516911582195,1,1,0.3328033845874763,1,0,1,1,2,0.4868777399225973,1021.8934332945796,t0,STAY,0.8233,STAY,0.7576,18-30,2-5 yrs
84,73,2.06,3,29286.54849763541,1,0,0.5010960785988385,0,0,0,0,1,0.6362766855267933,4015.632043234767,t0,SPLIT,0.4944,STAY,0.7983,60+,2-5 yrs
85,60,8.5,2,56876.73346415682,0,0,0.3231562039469356,2,0,-1,0,0,0.34173189232546,1827.580764758764,t0,STAY,0.9196,STAY,0.9301,51-60,5-10 yrs
86,64,4.15,7,105287.36188716276,0,1,0.7141359308049403,1,0,1,1,1,0.4758754914528408,2003.963707092784,t0,SPLIT,0.5885,STAY,0.8858,60+,2-5 yrs
87,24,3.41,2,76541.24833264052,0,1,1.0,6,1,-1,0,2,0.2308354398789772,569.4512622528425,t0,STAY,0.9227,STAY,0.7621,18-30,2-5 yrs
88,38,8.99,1,5494.868794567899,0,1,0.6992638027951806,4,0,1,1,0,0.6463761135911669,531.4841475606523,t0,SPLIT,0.3935,STAY,0.903,31-40,5-10 yrs
89,69,12.78,5,17112.37302129377,0,1,0.7209849684241173,1,0,0,0,1,0.7354181492011841,2385.4290895039767,t0,SPLIT,0.6078,STAY,0.9305,60+,10+ yrs
90,73,3.4,5,32877.72320513381,1,1,0.099663092,3,0,-1,0,4,0.5905448397495121,1171.2899652232973,t0,STAY,0.9118,STAY,0.9113,60+,2-5 yrs
91,47,6.05,4,14833.244081319976,0,0,0.8771620699069352,1,0,-1,0,3,0.5438308089478305,9380.759612647358,t0,SPLIT,0.5388,SPLIT,0.656,41-50,5-10 yrs
92,71,4.84,2,91694.10734447492,0,1,0.2833189531085048,3,0,1,1,0,0.4401170077316291,592.0814303280632,t0,STAY,0.8926,SPLIT,0.6423,60+,2-5 yrs
93,74,11.7,4,81105.02009440634,1,0,1.0,2,0,-1,1,1,0.9808409177551624,1185.8817109124154,t0,STAY,0.818,STAY,0.8041,60+,10+ yrs
94,43,5.2,7,11467.312628563252,1,1,0.4498794761167695,1,1,1,1,3,0.4926482931691098,2030.736787,t0,STAY,1.0,STAY,0.7817,41-50,5-10 yrs
95,78,2.72,1,19342.886034732317,0,1,0.6376481218790672,1,0,0,1,0,0.1870404807807437,1148.9112194756904,t0,STAY,0.905,STAY,0.9015,60+,2-5 yrs
96,37,5.35,6,12092.693316496525,0,1,0.7540859247658303,2,0,1,1,2,0.6127285608993471,840.3955594154173,t0,STAY,0.9076,STAY,0.9464,31-40,5-10 yrs
97,34,10.33,1,18843.008923906986,0,0,0.8841283517754802,2,0,0,1,4,0.5110240327624841,1839.9087493977504,t0,STAY,0.8932,STAY,0.9163,31-40,10+ yrs
98,63,4.66,2,18391.68833,0,1,0.9559097406464832,1,0,1,0,2,0.9150563095586955,10648.81649406098,t0,SPLIT,0.5719,STAY,0.8905,60+,2-5 yrs
99,60,3.64,7,47259.375276863466,0,1,0.4677703741857348,2,0,-1,1,2,0.4974814597787113,963.3108875526386,t0,LEAVE,0.0658,LEAVE,0.1097,51-60,2-5 yrs
100,27,5.05,3,10820.830105587853,0,1,0.5931155917358113,0,0,0,0,0,0.2285970919319762,403.54665718708645,t0,STAY,0.8309,STAY,0.7662,18-30,5-10 yrs
101,73,2.78,4,2715.144125982198,1,0,0.4984729378824772,1,1,1,1,1,0.8394705392523975,2842.154600998343,t0,STAY,0.8651,STAY,0.7794,60+,2-5 yrs
102,31,4.84,3,6101.961367966892,1,0,0.2857996014135178,4,0,-1,0,2,0.5603104239912432,1248.6976021227172,t0,SPLIT,0.3625,STAY,0.9003,31-40,2-5 yrs
103,71,3.83,5,9675.56302336848,1,0,0.9441182909609728,0,0,1,1,3,0.3858618317813726,686.3915238735475,t0,STAY,0.8639,STAY,0.7773,60+,2-5 yrs
104,18,17.59,3,13035.696119323911,0,1,1.0,5,0,1,0,0,0.951664618114222,3040.197312339337,t0,STAY,0.8618,STAY,0.8463,18-30,10+ yrs
105,71,1.23,4,25584.437117079397,1,0,0.9249260498919762,2,1,1,1,1,0.4937679961112964,2659.5226275180626,t0,STAY,0.8443,STAY,0.9654,60+,0-2 yrs
106,70,3.06,6,9285.087296031512,1,0,0.8040315928918614,0,1,1,1,2,0.3885879929179345,942.4853301284109,t0,STAY,0.9428,STAY,1.0,60+,2-5 yrs
107,70,3.64,4,8359.212706596798,0,1,0.1982283555333449,2,0,-1,1,1,0.6908282724900462,389.6518431183409,t0,STAY,0.9179,STAY,0.9128,60+,2-5 yrs
108,62,2.79,4,10471.808974540294,1,0,0.2326277086046988,3,0,0,0,2,0.6922656003760979,3992.6752080842775,t0,STAY,0.9398,STAY,0.886,60+,2-5 yrs
109,49,6.94,6,9022.500564,0,0,0.7010371759071343,2,0,1,1,4,0.6837265194858917,944.863087884468,t0,STAY,0.873,STAY,1.0,41-50,5-10 yrs
110,65,3.36,3,14134.939706378524,1,1,0.9653600160339992,1,0,0,1,4,0.7692130648194282,2220.9852219913555,t0,STAY,0.8963,STAY,0.9035,60+,2-5 yrs
111,36,1.9,6,13659.220721403288,1,0,0.4099393649807766,1,0,1,1,2,0.1199749876885086,1553.572278,t0,SPLIT,0.6525,STAY,0.8019,31-40,0-2 yrs
112,70,5.73,6,38225.01616083714,0,0,1.0,1,0,1,1,2,0.6671171224565458,2770.1103884972977,t0,LEAVE,0.0457,STAY,0.8789,60+,5-10 yrs
113,55,4.5,7,9980.380471,1,0,0.2508723989335511,2,0,1,0,3,0.5162748454941751,2173.1961922431674,t0,STAY,0.9502,STAY,0.7954,51-60,2-5 yrs
114,48,3.47,4,16546.38118428964,1,0,0.3792193712397537,2,0,0,1,3,0.527251149,5747.738767827339,t0,STAY,0.9216,STAY,0.8605,41-50,2-5 yrs
115,51,11.53,4,14242.444806318092,1,1,0.8148006322416482,3,0,1,1,2,0.3990086637600351,3196.9143677436887,t0,STAY,0.9645,STAY,0.9259,51-60,10+ yrs
116,56,7.08,1,42070.74903127559,1,1,0.4256135323127175,0,0,0,1,3,0.415902220023271,301.12882959567537,t0,STAY,0.9469,SPLIT,0.2091,51-60,5-10 yrs
117,20,6.62,1,19468.95800944094,1,1,0.1541670962036759,3,0,1,0,4,0.4510846839465763,1287.9808432396608,t0,STAY,0.8182,STAY,1.0,18-30,5-10 yrs
118,27,7.17,1,51049.824139512944,0,0,0.9835714793992282,1,0,0,0,2,0.52739467,2024.0696560674,t0,SPLIT,0.5313,SPLIT,0.641,18-30,5-10 yrs
119,34,6.96,5,8761.337537429514,0,0,0.4989269014443289,2,0,1,1,4,0.060747514,1241.3392117815667,t0,STAY,0.7831,STAY,0.8729,31-40,5-10 yrs
120,25,4.64,3,21173.521903863537,1,0,0.3990473007483532,5,0,0,1,5,0.6439442634896565,5186.572740523838,t0,SPLIT,0.3416,STAY,0.9428,18-30,2-5 yrs
121,47,3.38,3,13895.039520207558,0,0,0.2192594136133956,4,0,0,1,2,0.6959499378079304,2702.1741445714365,t0,LEAVE,0.0281,STAY,0.898,41-50,2-5 yrs
122,62,5.81,5,8259.861689,0,0,0.7172021959466937,4,0,-1,0,4,0.5938131854584258,324.4979610675312,t0,STAY,0.9668,STAY,0.9717,60+,5-10 yrs
123,61,4.59,3,20868.39656,1,1,0.2354450954921235,3,0,1,1,4,0.6181374396943243,1288.2777430257393,t0,STAY,0.8989,STAY,0.9082,60+,2-5 yrs
124,49,1.21,1,88110.07874635667,1,1,0.1569386121904552,1,0,1,0,1,0.693213563,1837.9580913663697,t0,STAY,0.9221,STAY,0.7613,41-50,0-2 yrs
125,75,2.62,4,11133.044620378403,0,1,0.3760811933184451,2,1,0,1,1,0.5472062129984863,876.7827124,t0,STAY,0.8747,STAY,0.8803,60+,2-5 yrs
126,55,4.23,4,19891.26589322237,1,0,0.8044774856709398,0,0,1,1,1,0.9370457232196155,3321.980912414425,t0,STAY,0.8835,STAY,1.0,51-60,2-5 yrs
127,23,9.1,1,7709.546957,1,1,0.4543131503714229,1,0,1,0,1,0.5006670604189332,2965.9420536514713,t0,STAY,0.9332,STAY,0.954,18-30,5-10 yrs
128,69,5.82,2,6854.206171710308,0,0,0.3844737420325587,3,0,1,0,1,0.6950735435513223,2552.784634731784,t0,STAY,0.8911,SPLIT,0.4115,60+,5-10 yrs
129,56,2.98,2,11733.439680144464,1,1,0.8951730036565335,4,0,1,1,2,0.3211189505277284,3476.503200852336,t0,SPLIT,0.5162,STAY,0.9277,51-60,2-5 yrs
130,60,2.46,5,15367.552586376283,0,1,0.1348540896920044,0,0,1,1,2,0.4732417438581034,6014.426116726257,t0,STAY,0.9257,STAY,0.8252,51-60,2-5 yrs
131,55,10.22,2,15923.217882247449,0,0,0.917269622603384,1,0,1,1,7,0.7217186791760593,3800.861799,t0,LEAVE,0.0636,LEAVE,0.0332,51-60,10+ yrs
132,55,4.78,1,18382.97030143724,1,0,0.6020185708077688,3,0,0,0,1,0.4667389214559299,3731.213580086199,t0,STAY,0.9089,STAY,0.9409,51-60,2-5 yrs
133,24,0.38,2,5891.900484104807,1,0,0.5164138964586549,0,0,-1,1,0,0.3879141398249637,1777.0442789877984,t0,STAY,0.9114,STAY,0.9994,18-30,0-2 yrs
134,55,4.97,4,13349.617754468914,1,1,0.3995207825601302,2,0,0,0,1,0.5686474024071455,1072.3970967249916,t0,STAY,0.8112,STAY,0.8086,51-60,2-5 yrs
135,71,7.99,6,32905.88442697136,0,1,0.6653959907821828,1,0,0,0,2,0.5085444673577859,11395.96603547424,t0,SPLIT,0.3068,STAY,0.8976,60+,5-10 yrs
136,38,2.41,1,7430.912489543684,1,0,0.310328634,1,0,-1,0,3,0.3144571079275225,2624.0945973821536,t0,SPLIT,0.2943,STAY,1.0,31-40,2-5 yrs
137,58,5.56,7,16578.85627535674,0,0,0.9058275806871614,4,0,1,1,3,0.4233546764740694,758.7752193438832,t0,STAY,0.8753,STAY,0.8935,51-60,5-10 yrs
138,20,5.88,3,27841.27770441737,0,1,0.7382924676293386,1,0,1,0,2,0.5436524065618435,1685.7034104422075,t0,SPLIT,0.5764,STAY,0.7724,18-30,5-10 yrs
139,41,2.51,3,11780.32990558675,1,1,1.0,1,0,1,0,2,0.0145869630739289,1320.0491232085471,t0,STAY,0.8537,STAY,1.0,41-50,2-5 yrs
140,47,10.75,1,28946.93244473347,1,1,0.4044964436713926,2,0,0,1,2,0.5087111818921662,3807.954431031404,t0,STAY,0.8529,STAY,0.9541,41-50,10+ yrs
141,83,5.94,2,6523.060694813586,0,1,0.2026104294651329,3,0,0,0,6,0.3189636891206052,1363.8676323307882,t0,STAY,0.9315,STAY,0.7528,60+,5-10 yrs
142,32,4.21,4,44835.685754758706,1,0,0.3349951191308681,2,0,1,0,2,0.4479298969216158,451.71610738608945,t0,STAY,0.9474,STAY,0.9601,31-40,2-5 yrs
143,36,4.8,5,29514.607417697825,1,1,1.0,3,1,0,1,2,0.2458490274032715,3061.897107,t0,STAY,0.9491,STAY,0.8581,31-40,2-5 yrs
144,45,2.18,6,23029.52397465489,1,0,0.6767472987891826,3,0,-1,1,0,0.4279865555617043,1118.3344831996906,t0,STAY,0.8435,STAY,0.9522,41-50,2-5 yrs
145,84,2.11,4,54168.47743231204,1,0,0.6227718436448033,3,0,1,1,1,0.8593331327680516,226.75617820804325,t0,SPLIT,0.4542,STAY,0.9622,60+,2-5 yrs
146,75,3.96,1,16924.554113875187,0,0,0.4645687180315697,0,0,1,0,3,0.2960106678952371,4087.161998815934,t0,SPLIT,0.4541,STAY,0.8326,60+,2-5 yrs
147,20,4.12,3,13436.29773563058,0,0,0.9098777650097448,0,0,0,0,1,0.3663582555787241,554.9839908778862,t0,STAY,0.7696,STAY,0.9391,18-30,2-5 yrs
148,33,4.6,6,66041.28972384971,1,0,0.3223573272669336,2,0,0,0,0,0.4246694540672224,742.4125263256346,t0,STAY,0.8373,STAY,0.8729,31-40,2-5 yrs
149,73,11.29,5,96048.89289480892,1,0,0.5597255179709549,3,0,0,1,0,0.073080325,1943.4102019716915,t0,STAY,0.8668,STAY,0.7688,60+,10+ yrs
150,21,7.74,5,12647.942530356622,0,0,0.7240408481661267,3,0,1,1,3,0.1506105236080882,2051.3180396096177,t0,STAY,0.9098,STAY,0.881,18-30,5-10 yrs
151,75,1.38,4,20110.662183873163,0,0,0.8997402266697035,2,0,0,1,1,0.6080871175629278,1109.2559793448722,t0,STAY,0.9414,STAY,0.9559,60+,0-2 yrs
